"rank","journalname","jcryear","abbrjournal","issn","eissn","totalcites","totalarticles","citableitems","citedhalflife","citinghalflife","jif2019","url_revista"
"19969","Preternature-Critical and Historical Studies on the Preternatural","2023","PRETERNATURE","2161-2196","2161-2188","34","7","7","N/A","24.8","0.1",
"19969","Revista Complutense de Historia de America","2023","REV COMPLUT HIST AM","1132-8312","1988-270X","84","11","11","N/A","18.8","0.1",
"19969","Scriptura-International Journal of Bible Religion and Theology in Southern Africa","2023","SCRIPTURA","0254-1807","2305-445X","146","20","20","13.7","14.9","0.1",
"19969","Slovene-International Journal of Slavic Studies","2023","SLOV-INT J SLAV STUD","2304-0785","2305-6754","49","11","11","N/A","17.4","0.1",
"19969","Studia et Documenta","2023","STUD DOC","1970-4879","N/A","18","9","9","N/A","28.5","0.1",
"19969","Cahiers Mondes Anciens","2023","CAH MONDES ANC","2107-0199","2107-0199","14","8","8","N/A","21.1","0.1",
"19969","Bulletin of the German Historical Institute","2023","BULL GER HIST INST","1048-9134","1048-9134","60","9","9","N/A","17.7","0.1",
"19969","Conservation Science in Cultural Heritage","2023","CONSERV SCI CULT HER","1974-4951","1973-9494","70","0","0","N/A","N/A","0.1",
"19969","De Arte","2023","DE ARTE","0004-3389","2471-4100","50","10","10","N/A","13.6","0.1",
"19969","Filosofskii Zhurnal","2023","FILOS ZHURNAL","2072-0726","2658-4883","51","55","55","N/A","18.5","0.1",
"19969","Ilahiyat Tetkikleri Dergisi-Journal of Ilahiyat Researches","2023","ILAH TETKIKLERI DERG","2458-7508","2602-3946","21","23","24","N/A","18.6","0.1",
"19969","International Journal of the Platonic Tradition","2023","INT J PLATONIC TRADI","1872-5082","1872-5473","35","10","10","N/A","23.0","0.1",
"19969","Judaica Bohemiae","2023","JUD BOHEM","0022-5738","0022-5738","19","5","5","N/A","N/A","0.1",
"19969","Modernist Cultures","2023","MODERNIST CULT","2041-1022","1753-8629","49","11","11","N/A","27.2","0.1",
"19969","OVERLAND","2023","OVERLAND","0030-7416","N/A","73","6","6","N/A","14.8","0.1",
"19969","Revista Estudos Institucionais-Journal of Institutional Studies","2023","REV ESTUD INST-BRAZ","N/A","2447-5467","73","46","47","N/A","9.6","0.1",
"19969","THEATER HEUTE","2023","THEATER HEUTE","0040-5507","0040-5507","14","49","49","N/A","91.4","0.1",
"19969","Archiv fur Papyrusforschung und Verwandte Gebiete","2023","ARCH PAPYRUSFORSCH","0066-6459","1867-1551","32","13","13","N/A","35.0","0.1",
"19969","Aspasia","2023","ASPASIA","1933-2882","1933-2890","56","7","8","N/A","15.7","0.1",
"19969","Balkan Journal of Philosophy","2023","BALK J PHILOS","1313-888X","2367-5438","26","21","21","N/A","18.2","0.1",
"19969","Explorations in Renaissance Culture","2023","EXPLOR RENAISS CULT","0098-2474","2352-6963","32","7","7","N/A","26.8","0.1",
"19969","Folklor/Edebiyat-Folklore/Literature","2023","FOLKLOR-EDEBIYAT","1300-7491","2791-6057","49","63","63","N/A","18.5","0.1",
"19969","Getty Research Journal","2023","GETTY RES J","1944-8740","2329-1249","50","15","15","N/A","23.1","0.1",
"19969","Historia Unisinos","2023","HIST UNISINOS","1519-3861","2236-1782","75","47","47","N/A","21.2","0.1",
"19969","Hitit Theology Journal","2023","HITIT THEOL J","N/A","2757-6949","9","36","36","N/A","16.4","0.1",
"19969","Hypnos","2023","HYPNOS","1413-9138","2177-5346","24","12","12","N/A","27.3","0.1",
"19969","Journal of Belgian History-Revue Belge d Histoire Contemporaine-Belgisch Tijdschrift voor Nieuwste Geschiedenis","2023","J BELG HIST","0035-0869","0035-0869","22","23","23","N/A","40.5","0.1",
"19969","Journal of French and Francophone Philosophy","2023","J FR FRANCOPH PHILOS","1936-6280","2155-1162","60","0","0","N/A","N/A","0.1",
"19969","Language Context and Text-The Social Semiotics Forum","2023","LANG CONTEXT TEXT","2589-7233","2589-7241","58","2","2","N/A","29.9","0.1",
"19969","NEW MEXICO HISTORICAL REVIEW","2023","NEW MEX HIST REV","0028-6206","0028-6206","112","6","8","44.0","90.9","0.1",
"19969","Revista de Musicologia","2023","REV MUSICOL-MADRID","0210-1459","0210-1459","65","10","15","N/A","23.9","0.1",
"19969","Scripta-Revista Internacional de Literatura i Cultura Medieval i Moderna-International Journal of Medieval & Modern Literature & Culture","2023","SCRIPTA","2340-4841","2340-4841","95","62","62","N/A","18.4","0.1",
"19969","Vestnik Tomskogo Gosudarstvennogo Universiteta Istoriya-Tomsk State University Journal of History","2023","VESTN TOMSK GOS U IS","1998-8613","2311-2387","97","145","145","N/A","22.9","0.1",
"19969","Yearbook of Phraseology","2023","YEARB PHRASEOL","1868-632X","1868-6338","27","6","6","N/A","12.5","0.1",
"19969","Anales de Literatura Hispanoamericana","2023","AN LIT HISPANOAM","0210-4547","1988-2351","55","27","27","N/A","19.6","0.1",
"19969","ESPRIT","2023","ESPRIT","0014-0759","2111-4579","313","71","71","21.9","7.9","0.1",
"19969","EUPHORION-ZEITSCHRIFT FUR LITERATURGESCHICHTE","2023","EUPHORION-Z LIT","0014-2328","0014-2328","92","17","17","N/A","28.5","0.1",
"19969","Euphrosyne-Revista de Filologia Classica","2023","EUPHROSYNE","0870-0133","2736-3082","50","0","0","N/A","N/A","0.1",
"19969","Journal of Austrian Studies","2023","J AUSTRIAN STUD","2165-669X","2327-1809","21","25","25","N/A","16.4","0.1",
"19969","MODERN LANGUAGE REVIEW","2023","MOD LANG REV","0026-7937","2222-4319","423","16","16","29.1","25.3","0.1",
"19969","MODERNA SPRAK","2023","MOD SPRAK","2000-3560","2000-3560","52","25","25","N/A","17.9","0.1",
"19969","Philologica Canariensia","2023","PHILOL CANARIENSIA","1136-3169","2386-8635","20","22","22","N/A","21.5","0.1",
"19969","REVUE DES SCIENCES PHILOSOPHIQUES ET THEOLOGIQUES","2023","REV SCI PHILOS THEOL","0035-2209","2118-4445","140","23","23","22.7","25.9","0.1",
"19969","ZEITSCHRIFT FUR EVANGELISCHE ETHIK","2023","Z EVANGEL ETHIK","0044-2674","2197-912X","21","17","17","N/A","13.1","0.1",
"19969","ZEITSCHRIFT FUR PHILOSOPHISCHE FORSCHUNG","2023","Z PHILOS FORSCH","0044-3301","1439-2615","111","15","15","29.8","15.0","0.1",
"19969","ACTA POLONIAE HISTORICA","2023","ACTA POL HIST","0001-6829","0001-6829","56","16","18","N/A","13.0","0.1",
"19969","AMERICAN BOOK REVIEW","2023","AM BOOK REV","0149-9408","2153-4578","45","13","13","N/A","N/A","0.1",
"19969","AMERICAN STUDIES IN SCANDINAVIA","2023","AM STUD SCAND","0044-8060","N/A","22","7","7","N/A","21.2","0.1",
"19969","Bagh-e Nazar","2023","BAGH E NAZAR","1735-9635","2251-7197","153","66","68","6.2","11.9","0.1",
"19969","Bilimname","2023","BILIMNAME","N/A","2148-5860","58","31","31","N/A","17.7","0.1",
"19969","Hesperis-Tamuda","2023","HESPERIS-TAMUDA","0018-1005","0018-1005","72","9","10","N/A","29.5","0.1",
"19969","Jung Journal-Culture & Psyche","2023","JUNG J-CULT PSYCHE","1934-2039","1934-2047","35","23","24","N/A","22.0","0.1",
"19969","New Contree","2023","NEW CONTREE","0379-9867","0379-9867","32","3","3","N/A","N/A","0.1",
"19969","Newman Studies Journal","2023","NEWMAN STUD J","1547-9080","2153-6945","37","8","8","N/A","30.2","0.1",
"19969","Person and the Challenges-The Journal of Theology Education Canon Law and Social Studies Inspired by Pope John Paul II","2023","PERS CHALL","2083-8018","2083-8018","33","32","33","N/A","16.0","0.1",
"19969","Philippiniana Sacra","2023","PHILIPPINIANA SACRA","0115-9577","2651-7418","42","19","19","N/A","29.7","0.1",
"19969","REVUE D HISTOIRE ECCLESIASTIQUE","2023","REV HIST ECCLESIAST","0035-2381","2294-1088","82","8","8","N/A","33.6","0.1",
"19969","Ricerche di Storia Politica","2023","RIC STOR POLTICA","1120-9526","1120-9526","25","12","13","N/A","19.9","0.1",
"19969","Studia Semiotyczne","2023","STUDIA SEMIOTYCZNE","0137-6608","2544-073X","14","0","0","N/A","N/A","0.1",
"19969","Ancient Near Eastern Studies","2023","ANC NEAR EAST STUD","1378-4641","1783-1326","36","0","0","N/A","N/A","0.1",
"19969","Buddhist-Christian Studies","2023","BUDDHIST","0882-0945","1527-9472","68","15","15","N/A","23.4","0.1",
"19969","Comparative and Continental Philosophy","2023","COMP CONT PHILOS","1757-0638","1757-0646","55","10","13","N/A","22.7","0.1",
"19969","Indian Historical Review","2023","INDIAN HIST REV","0376-9836","0975-5977","81","15","16","N/A","34.5","0.1",
"19969","INDOGERMANISCHE FORSCHUNGEN","2023","INDOGER FORSCH","0019-7262","1613-0405","117","13","13","36.5","25.3","0.1",
"19969","Izvestiya Uralskogo Federalnogo Universiteta-Seriya 2-Gumanitarnye Nauki","2023","IZV URAL FED U-GUMAN","2227-2283","2587-6929","134","73","73","6.5","17.8","0.1",
"19969","Journal of Early Modern Christianity","2023","J EARLY MOD CHRIST","2196-6648","2196-6656","17","18","18","N/A","29.4","0.1",
"19969","JOURNAL OF FILM AND VIDEO","2023","J FILM VIDEO","0742-4671","1934-6018","122","12","12","12.8","15.3","0.1",
"19969","Journal of the Musical Arts in Africa","2023","J MUSIC ARTS AFR","1812-1004","2070-626X","20","8","8","N/A","15.7","0.1",
"19969","SEFARAD","2023","SEFARAD","0037-0894","1988-320X","113","14","14","23.1","22.6","0.1",
"19969","Signa-Revista de la Asociacion Espanola de Semiotica","2023","SIGNA","1133-3634","2254-9307","104","33","34","6.7","18.2","0.1",
"19969","STUDIES IN LATIN AMERICAN POPULAR CULTURE","2023","STUD LAT AM POP CULT","0730-9139","N/A","27","7","7","N/A","14.8","0.1",
"19969","West 86th-A Journal of Decorative Arts Design History and Material Culture","2023","WEST 86TH","2153-5531","2153-5558","33","4","4","N/A","21.9","0.1",
"19969","Annali di Storia delle Universita Italiane","2023","ANN STORIA U ITAL","1127-8250","2724-5527","37","24","24","N/A","26.0","0.1",
"19969","Australasian Catholic Record","2023","AUSTRALAS CATHOL REC","0727-3215","1839-2458","22","8","8","N/A","12.0","0.1",
"19969","Ezhegodnik Finno-Ugorskikh Issledovanii-Yearbook of Finno-Ugric Studies","2023","EZHEGODNIK FINNO","2224-9443","2311-0333","51","49","49","N/A","20.3","0.1",
"19969","HISTORICKY CASOPIS","2023","HIST CASOPIS","0018-2575","0018-2575","93","31","32","N/A","29.2","0.1",
"19969","INTERNATIONAL REVIEW OF THE AESTHETICS AND SOCIOLOGY OF MUSIC","2023","INT REV AESTHET SOC","0351-5796","0351-5796","70","8","8","N/A","20.4","0.1",
"19969","Journal of Language Literature and Culture","2023","J LANG LIT CULT","2051-2856","2051-2864","17","8","8","N/A","12.8","0.1",
"19969","Netherlands Yearbook for History of Art-Nederlands Kunsthistorisch Jaarboek","2023","NETH YEARB HIST ART","0169-6726","2214-5966","64","8","8","N/A","20.9","0.1",
"19969","Perifrasis-Revista de Literatura Teoria y Critica","2023","PERIFRASIS","2145-8987","2145-9045","24","16","16","N/A","20.1","0.1",
"19969","REVER-Revista de Estudos da Religiao","2023","REVER","1677-1222","1677-1222","43","39","39","N/A","18.7","0.1",
"19969","South African Journal of Cultural History","2023","SOUTH AFR J CULT HIS","1011-3053","1011-3053","12","17","17","N/A","31.5","0.1",
"19969","STUDIA ROSENTHALIANA","2023","STUD ROSENTHALIANA","1781-7838","1783-1792","51","13","13","N/A","19.3","0.1",
"19969","Acta Universitatis Sapientiae-Film and Media Studies","2023","ACTA U SAPIENTIAE-FI","2065-5924","2066-7779","21","22","22","N/A","13.5","0.1",
"19969","Al-Shajarah","2023","AL-SHAJARAH","1394-6870","1394-6870","81","9","9","N/A","41.8","0.1",
"19969","Anaquel de Estudios Arabes","2023","ANAQUEL ESTUD ARABES","1130-3964","1988-2645","52","21","21","N/A","17.7","0.1",
"19969","Ars & Humanitas: Journal of Arts and Humanities","2023","ARS HUMANIT","1854-9632","2350-4218","25","31","31","N/A","14.9","0.1",
"19969","China and Asia","2023","CHINA ASIA","2589-4641","2589-465X","6","11","11","N/A","38.9","0.1",
"19969","Early Modern Women-An Interdisciplinary Journal","2023","EARLY MOD WOMEN","1933-0065","2378-4776","72","15","15","N/A","17.7","0.1",
"19969","FORUM MODERNES THEATER","2023","FORUM MOD THEATER","0930-5874","N/A","17","9","9","N/A","16.9","0.1",
"19969","JOURNAL OF AMERICAN CULTURE","2023","J AM CULTURE","1542-7331","1542-734X","221","27","27","18.6","12.4","0.1",
"19969","Journal of Modern Russian History and Historiography","2023","J MOD RUSS HIST HIS","1947-9956","2210-2388","11","8","8","N/A","36.6","0.1",
"19969","Lexonomica","2023","LEXONOMICA","1855-7147","1855-7155","9","10","10","N/A","5.1","0.1",
"19969","Lusotopie","2023","LUSOTOPIE","1257-0273","1768-3084","72","10","10","N/A","13.4","0.1",
"19969","Ri Vista-Ricerche per la Progettazione del Paesaggio","2023","RI VISTA","1724-6768","1724-6768","24","17","17","N/A","10.4","0.1",
"19969","AAA-ARBEITEN AUS ANGLISTIK UND AMERIKANISTIK","2023","AAA-ARB ANGLIST AM","0171-5410","N/A","49","6","6","N/A","9.5","0.1",
"19969","Anales de Filologia Francesa","2023","AN FILOL FRANCES","0213-2958","1989-4678","27","63","63","N/A","21.3","0.1",
"19969","BACH","2023","BACH","0005-3600","0005-3600","18","8","8","N/A","32.6","0.1",
"19969","Baltic Journal of Art History","2023","BALT J ART HIST","1736-8812","2346-5581","21","6","6","N/A","34.7","0.1",
"19969","Confluenze-Rivista di Studi Iberoamericani","2023","CONFLUENZE","2036-0967","2036-0967","49","45","45","N/A","16.1","0.1",
"19969","Filosofiya-Philosophy","2023","FILOSOFIYA","0861-6302","1314-8559","11","28","28","N/A","18.9","0.1",
"19969","Horizons in Biblical Theology","2023","HORIZ BIBLIC THEOL","0195-9085","1871-2207","45","10","10","N/A","24.5","0.1",
"19969","IHS Antiguos Jesuitas en Iberoamerica","2023","IHS ANTIG JESUITAS I","2314-3908","2314-3908","15","12","12","N/A","27.0","0.1",
"19969","Logos","2023","LOGOS-RUSS","0869-5377","2499-9628","112","44","44","9.0","18.7","0.1",
"19969","MALIMBUS","2023","MALIMBUS","0331-3689","N/A","84","3","3","N/A","18.3","0.1",
"19969","MOYEN AGE","2023","MOYEN AGE","0027-2841","1782-1436","147","7","7","21.6","25.0","0.1",
"19969","Schole-Filosofskoe Antikovedenie i Klassicheskaya Traditsiya-Schole-Ancient Philosophy and the Classical Tradition","2023","SCHOLE-RUSS","1995-4328","1995-4336","59","58","58","N/A","21.7","0.1",
"19969","Weimarer Beitrage","2023","WEIMARER BEITR","0043-2199","N/A","29","21","21","N/A","27.0","0.1",
"19969","Archivo Espanol de Arqueologia","2023","ARCH ESPAN ARQUEOL","0066-6742","1988-3110","244","16","17","20.1","18.5","0.1",
"19969","CAHIERS VICTORIENS & EDOUARDIENS","2023","CAH VICTOR EDOUARD","0220-5610","N/A","37","11","11","N/A","24.1","0.1",
"19969","Codrul Cosminului","2023","CODRUL COSMIN","1224-032X","2067-5860","18","18","18","N/A","18.4","0.1",
"19969","Danza e Ricerca-Laboratorio di Studi Scritture Visioni","2023","DANZA RIC","2036-1599","2036-1599","9","24","24","N/A","28.8","0.1",
"19969","Kamchatka-Revista de Analisis Cultural","2023","KAMCHATKA","2340-1869","2340-1869","94","58","60","N/A","13.3","0.1",
"19969","LINGUA E STILE","2023","LINGUA STILE","0024-385X","0024-385X","54","11","11","N/A","24.3","0.1",
"19969","Northern Review","2023","NORTH REV","0820-0300","0820-0300","91","6","6","N/A","7.4","0.1",
"19969","OXFORD ART JOURNAL","2023","OXFORD ART J","0142-6540","1741-7287","225","13","15","19.4","47.1","0.1",
"19969","Reception-Texts Readers Audiences History","2023","RECEPTION","2168-0604","2155-7888","28","12","12","N/A","8.7","0.1",
"19969","Revista de Filosofia-Madrid","2023","REV FILOS-MADR","0034-8244","1988-284X","35","21","21","N/A","17.4","0.1",
"19969","Teka Komisji Urbanistyki i Architektury","2023","TEKA KOM URBAN ARCH","0079-3450","2450-0038","37","24","25","N/A","8.9","0.1",
"19969","ZEITSCHRIFT FUR DEUTSCHE PHILOLOGIE","2023","Z DEUT PHILOL","0044-2496","N/A","92","20","20","N/A","19.2","0.1",
"19969","BULGARIAN HISTORICAL REVIEW-REVUE BULGARE D HISTOIRE","2023","BULG HIST REV-REV B","0204-8906","N/A","19","18","18","N/A","26.4","0.1",
"19969","EARI-Educacion Artistica-Revista de Investigacion","2023","EARI-EDUC ARTIST-REV","1695-8403","2254-7592","28","11","11","N/A","7.6","0.1",
"19969","Filosofia Unisinos","2023","FILOS UNISINOS","1519-5023","1984-8234","34","30","30","N/A","15.5","0.1",
"19969","Holocaust-Studii si Cercetari","2023","HOLOCAUST-BUCHAREST","2065-6602","2065-6602","10","0","0","N/A","N/A","0.1",
"19969","International Review of Mission","2023","INT REV MISSION","0020-8582","1758-6631","104","23","23","12.0","19.9","0.1",
"19969","Journal for Early Modern Cultural Studies","2023","J EARLY MOD CULT STU","1531-0485","1553-3786","176","0","0","9.8","N/A","0.1",
"19969","Letras de Hoje-Estudos e Debates em Linguistica Literatura e Lingua Portuguesa","2023","LET HOJE","0101-3335","1984-7726","85","36","36","N/A","11.1","0.1",
"19969","MICHIGAN HISTORICAL REVIEW","2023","MICH HIST REV","0890-1686","2327-9672","93","4","4","N/A","68.5","0.1",
"19969","Mitologias Hoy-Revista de Pensamiento Critica y Estudios Literarios Latinoamericanos","2023","MITOLOGIAS HOY","2014-1130","2014-1130","36","24","24","N/A","12.1","0.1",
"19969","MITTEILUNGEN DES KUNSTHISTORISCHEN INSTITUTES IN FLORENZ","2023","MITT KUNSTHIST I FLO","0342-1201","N/A","84","0","0","N/A","N/A","0.1",
"19969","Musicology Today","2023","MUSICOL TODAY-POLAND","1734-1663","2353-5733","7","0","0","N/A","N/A","0.1",
"19969","Perichoresis","2023","PERICHORESIS","1224-984X","2284-7308","28","33","33","N/A","22.0","0.1",
"19969","STUDI E PROBLEMI DI CRITICA TESTUALE","2023","STUD PROBL CRIT TEST","0049-2361","N/A","29","10","10","N/A","25.1","0.1",
"19969","Teoria-Rivista di Filosofia","2023","TEORIA","1122-1259","N/A","36","24","24","N/A","18.5","0.1",
"19969","African Journal of Legal Studies","2023","AFR J LEG STUD","2210-9730","1708-7384","80","14","14","N/A","11.6","0.1",
"19969","Archiv Orientalni","2023","ARCH ORIENT","0044-8699","N/A","101","22","22","17.3","18.6","0.1",
"19969","AUSTRALIAN TAX REVIEW","2023","AUST TAX REV","0311-094X","N/A","24","11","11","N/A","14.0","0.1",
"19969","Avances del Cesor","2023","AV CESOR","1514-3899","2422-6580","21","6","6","N/A","12.3","0.1",
"19969","e-rph-Revista electronica de Patrimonio Historico","2023","E-RPH","1988-7213","1988-7213","10","13","13","N/A","11.0","0.1",
"19969","Eskiyeni","2023","ESKIYENI","1306-6218","2636-8536","28","59","60","N/A","17.5","0.1",
"19969","European Journal of American Studies","2023","EUR J AM STUD","1991-9336","1991-9336","106","62","63","6.6","17.0","0.1",
"19969","Historia y Espacio","2023","HIST ESPACIO","0120-4661","2357-6448","46","10","10","N/A","21.4","0.1",
"19969","Logos-Vilnius","2023","LOGOS-VILNIUS","0868-7692","0868-7692","35","78","78","N/A","18.2","0.1",
"19969","Musicologica Brunensia","2023","MUSICOL BRUN","1212-0391","2336-436X","8","8","8","N/A","26.3","0.1",
"19969","National Taiwan University Law Review","2023","NATL TAIWAN UNIV LAW","1812-6324","1812-6324","28","0","0","N/A","N/A","0.1",
"19969","Ogigia-Revista Electronica de Estudios Hispanicos","2023","OGIGIA","1887-3731","1887-3731","19","0","0","N/A","N/A","0.1",
"19969","Philosophia-International Journal of Philosophy","2023","PHILOS-INT J PHILOS","2244-1875","2244-1883","29","19","19","N/A","16.9","0.1",
